Player,Actual,Scrim yds,TOT TD,Fmbl,Rec,Tgt,Att,Age,Rush yds,Rec yds,Yds/rec,Rec TD,Rec 1D,Catch %,Rushing TD,Rush 1D,Rush long,Rec long,Yards/att,Touch,Yards/touch,Scrim yds,TOT TD,Fmbl,Rec,Tgt,Att,Age,Rush yds,Rec yds,Yds/rec,Rec TD,Rec 1D,Catch %,Rushing TD,Rush 1D,Rush long,Rec long,Yards/att,Touch,Yards/touch
Vernon Davis,42.4,43.79831933,0.445378151,0.067226891,3.336134454,5.352941176,0.042016807,25.5,0.092436975,43.70588235,13.1,0.445378151,1.848739496,61.6,0,0.008403361,2.25,55,1.375,3.378151261,12.925,56.66666667,0.866666667,0.066666667,3.466666667,5.6,0,29,0,56.66666667,16.3,0.866666667,2.333333333,61.9,0,0,0,64,0,3.466666667,16.3
Vernon Davis,178.5,41.94230769,0.384615385,0.067307692,3.317307692,5.317307692,0.048076923,25,0.105769231,41.83653846,12.64285714,0.384615385,1.778846154,61.55714286,0,0.009615385,2.571428571,53.71428571,1.571428571,3.365384615,12.44285714,34.25,0.3125,0,2.5625,3.8125,0,28,0,34.25,13.4,0.3125,1.625,67.2,0,0,0,53,0,2.5625,13.4
Vernon Davis,97.8,43.34090909,0.397727273,0.079545455,3.454545455,5.590909091,0.056818182,24.5,0.125,43.21590909,12.51666667,0.397727273,1.806818182,60.61666667,0,0.011363636,3,53.83333333,1.833333333,3.511363636,12.28333333,49.1875,0.375,0.1875,4.1875,5.9375,0.125,27,-0.3125,49.5,11.8,0.375,2.0625,70.5,0,0,-2,44,-2.5,4.3125,11.4
Vernon Davis,125.2,42.04166667,0.402777778,0.055555556,3.291666667,5.513888889,0.041666667,24,0.222222222,41.81944444,12.66,0.402777778,1.75,58.64,0,0.013888889,4,55.8,2.7,3.333333333,12.46,57.125,0.4375,0,3.5,5.8125,0,26,0,57.125,16.3,0.4375,2.1875,60.2,0,0,0,66,0,3.5,16.3
Vernon Davis,150.9,37.73214286,0.392857143,0.071428571,3.232142857,5.428571429,0.053571429,23.5,0.285714286,37.44642857,11.75,0.392857143,1.625,58.25,0,0.017857143,5,53.25,3.375,3.285714286,11.5,60.3125,0.8125,0,4.875,8,0,25,0,60.3125,12.4,0.8125,2.375,60.9,0,0,0,73,0,4.875,12.4
Vernon Davis,193.5,28.7,0.225,0.1,2.575,4.4,0.075,23,0.4,28.3,11.53333333,0.225,1.325,57.36666667,0,0.025,6.666666667,46.66666667,4.5,2.65,11.2,23.0625,0.125,0.125,1.9375,3.0625,0.0625,24,0.6875,22.375,11.5,0.125,0.875,63.3,0,0.0625,11,57,11,2,11.5
Vernon Davis,52.4,32.45833333,0.291666667,0.083333333,3,5.291666667,0.083333333,22.5,0.208333333,32.25,11.55,0.291666667,1.625,54.4,0,0,4.5,41.5,1.25,3.083333333,11.05,36.35714286,0.285714286,0.071428571,3.714285714,6.071428571,0,23,0,36.35714286,9.8,0.285714286,2.142857143,61.2,0,0,0,31,0,3.714285714,9.8
Vernon Davis,87.9,27,0.3,0.1,2,4.2,0.2,22,0.5,26.5,13.3,0.3,0.9,47.6,0,0,9,52,2.5,2.2,12.3,27,0.3,0.1,2,4.2,0.2,22,0.5,26.5,13.3,0.3,0.9,47.6,0,0,9,52,2.5,2.2,12.3
Jeff Heuerman,47.1,10.88461538,0.076923077,0,0.692307692,1.461538462,0,24.5,0,10.88461538,15.75,0.076923077,0.461538462,47.9,0,0,0,42.5,0,0.692307692,15.75,10.14285714,0.142857143,0,0.642857143,1.5,0,25,0,10.14285714,15.8,0.142857143,0.357142857,42.9,0,0,0,54,0,0.642857143,15.8
Jeff Heuerman,28.7,11.75,0,0,0.75,1.416666667,0,24,0,11.75,15.7,0,0.583333333,52.9,0,0,0,31,0,0.75,15.7,11.75,0,0,0.75,1.416666667,0,24,0,11.75,15.7,0,0.583333333,52.9,0,0,0,31,0,0.75,15.7
Devin Smith,2.5,11.5,0.1,0.1,0.9,2.8,0,23,0,11.5,12.8,0.1,0.5,32.1,0,0,0,22,0,0.9,12.8,11.5,0.1,0.1,0.9,2.8,0,23,0,11.5,12.8,0.1,0.5,32.1,0,0,0,22,0,0.9,12.8
Nick O'Leary,17.6,13.51428571,0.057142857,0.028571429,0.914285714,1.4,0,24,0,13.51428571,21.43333333,0.057142857,0.571428571,55.46666667,0,0,0,32.33333333,0,0.914285714,21.43333333,21.46666667,0.133333333,0.066666667,1.466666667,2.133333333,0,25,0,21.46666667,14.6,0.133333333,0.933333333,68.8,0,0,0,32,0,1.466666667,14.6
Nick O'Leary,49.2,7.55,0,0,0.5,0.85,0,23.5,0,7.55,24.85,0,0.3,48.8,0,0,0,32.5,0,0.5,24.85,7.125,0,0,0.5625,0.875,0,24,0,7.125,12.7,0,0.3125,64.3,0,0,0,28,0,0.5625,12.7
Nick O'Leary,13.9,9.25,0,0,0.25,0.75,0,23,0,9.25,37,0,0.25,33.3,0,0,0,37,0,0.25,37,9.25,0,0,0.25,0.75,0,23,0,9.25,37,0,0.25,33.3,0,0,0,37,0,0.25,37
Danny Vitale,0.7,1.916666667,0,0,0.291666667,0.416666667,0,23.5,0,1.916666667,6.55,0,0.125,70,0,0,0,14,0,0.291666667,6.55,1.266666667,0,0,0.2,0.333333333,0,24,0,1.266666667,6.3,0,0.066666667,60,0,0,0,11,0,0.2,6.3
Danny Vitale,2.4,3,0,0,0.444444444,0.555555556,0,23,0,3,6.8,0,0.222222222,80,0,0,0,17,0,0.444444444,6.8,3,0,0,0.444444444,0.555555556,0,23,0,3,6.8,0,0.222222222,80,0,0,0,17,0,0.444444444,6.8
MyCole Pruitt,0,5.1,0,0,0.6,0.9,0,23.5,0,5.1,7.7,0,0.15,81.25,0,0,0,19.5,0,0.6,7.7,3.25,0,0,0.5,0.5,0,24,0,3.25,6.5,0,0,100,0,0,0,7,0,0.5,6.5
MyCole Pruitt,1.3,5.5625,0,0,0.625,1,0,23,0,5.5625,8.9,0,0.1875,62.5,0,0,0,32,0,0.625,8.9,5.5625,0,0,0.625,1,0,23,0,5.5625,8.9,0,0.1875,62.5,0,0,0,32,0,0.625,8.9
Joshua Perkins,8.7,5.25,0.125,0,0.375,0.625,0,23,0,5.25,14,0.125,0.25,60,0,0,0,26,0,0.375,14,5.25,0.125,0,0.375,0.625,0,23,0,5.25,14,0.125,0.25,60,0,0,0,26,0,0.375,14
Trey Burton,106.1,10.47540984,0.098360656,0,1.032786885,1.557377049,0.081967213,24.5,0.163934426,10.31147541,9.4,0.098360656,0.590163934,52.725,0,0,1,25.5,0.5,1.114754098,9.9,16.53333333,0.333333333,0,1.533333333,2.066666667,0,26,0,16.53333333,10.8,0.333333333,0.933333333,74.2,0,0,0,27,0,1.533333333,10.8
Trey Burton,61.8,8.5,0.02173913,0,0.869565217,1.391304348,0.108695652,24,0.217391304,8.282608696,8.933333333,0.02173913,0.47826087,45.56666667,0,0,1.333333333,25,0.666666667,0.97826087,9.6,21.8,0.066666667,0,2.466666667,4,0,25,0,21.8,8.8,0.066666667,1.4,61.7,0,0,0,32,0,2.466666667,8.8
Trey Burton,49.2,2.064516129,0,0,0.096774194,0.129032258,0.161290323,23.5,0.322580645,1.741935484,9,0,0.032258065,37.5,0,0,2,21.5,1,0.258064516,10,3.375,0,0,0.1875,0.25,0,24,0,3.375,18,0,0.0625,75,0,0,0,43,0,0.1875,18
Trey Burton,5.9,0.666666667,0,0,0,0,0.333333333,23,0.666666667,0,0,0,0,0,0,0,4,0,2,0.333333333,2,0.666666667,0,0,0,0,0.333333333,23,0.666666667,0,0,0,0,0,0,0,4,0,2,0.333333333,2
Luke Willson,11.2,15.68055556,0.152777778,0,1.236111111,1.902777778,0,25,0,15.68055556,12.28,0.152777778,0.75,66.28,0,0,0,37.8,0,1.236111111,12.28,9.5625,0.25,0,0.9375,1.375,0,27,0,9.5625,10.2,0.25,0.5,68.2,0,0,0,27,0,0.9375,10.2
Luke Willson,43.3,17.42857143,0.125,0,1.321428571,2.053571429,0,24.5,0,17.42857143,12.8,0.125,0.821428571,65.8,0,0,0,40.5,0,1.321428571,12.8,11.72727273,0.181818182,0,1.363636364,1.909090909,0,26,0,11.72727273,8.6,0.181818182,0.636363636,71.4,0,0,0,19,0,1.363636364,8.6
Luke Willson,28.4,18.82222222,0.111111111,0,1.311111111,2.088888889,0,24,0,18.82222222,14.2,0.111111111,0.866666667,63.93333333,0,0,0,47.66666667,0,1.311111111,14.2,15.21428571,0.071428571,0,1.214285714,1.857142857,0,25,0,15.21428571,12.5,0.071428571,0.785714286,65.4,0,0,0,24,0,1.214285714,12.5
Luke Willson,32.8,20.4516129,0.129032258,0,1.35483871,2.193548387,0,23.5,0,20.4516129,15.05,0.129032258,0.903225806,63.2,0,0,0,59.5,0,1.35483871,15.05,24.13333333,0.2,0,1.466666667,2.666666667,0,24,0,24.13333333,16.5,0.2,0.933333333,55,0,0,0,80,0,1.466666667,16.5
Luke Willson,61.2,17,0.0625,0,1.25,1.75,0,23,0,17,13.6,0.0625,0.875,71.4,0,0,0,39,0,1.25,13.6,17,0.0625,0,1.25,1.75,0,23,0,17,13.6,0.0625,0.875,71.4,0,0,0,39,0,1.25,13.6
Virgil Green,32.5,8.1,0.04,0,0.71,1.03,0.02,26,0.03,8.07,10.95714286,0.04,0.41,74.48571429,0,0,0.428571429,27.42857143,0.214285714,0.73,10.57142857,11.9375,0.0625,0,0.875,1.375,0,29,0,11.9375,13.6,0.0625,0.4375,63.6,0,0,0,44,0,0.875,13.6
Virgil Green,28.6,7.369047619,0.035714286,0,0.678571429,0.964285714,0.023809524,25.5,0.035714286,7.333333333,10.51666667,0.035714286,0.404761905,76.3,0,0,0.5,24.66666667,0.25,0.702380952,10.06666667,19.75,0.083333333,0,1.833333333,3.083333333,0,28,0,19.75,10.8,0.083333333,1.083333333,59.5,0,0,0,31,0,1.833333333,10.8
Virgil Green,36.2,5.305555556,0.027777778,0,0.486111111,0.611111111,0.027777778,25,0.041666667,5.263888889,10.46,0.027777778,0.291666667,79.66,0,0,0.6,23.4,0.3,0.513888889,9.92,10.8125,0.0625,0,0.75,0.9375,0,27,0,10.8125,14.4,0.0625,0.625,80,0,0,0,32,0,0.75,14.4
Virgil Green,28.3,3.732142857,0.017857143,0,0.410714286,0.517857143,0.035714286,24.5,0.053571429,3.678571429,9.475,0.017857143,0.196428571,79.575,0,0,0.75,21.25,0.375,0.446428571,8.8,5.923076923,0.076923077,0,0.461538462,0.461538462,0.153846154,26,0.230769231,5.692307692,12.3,0.076923077,0.384615385,100,0,0,3,38,1.5,0.615384615,9.6
Virgil Green,16.2,3.069767442,0,0,0.395348837,0.534883721,0,24,0,3.069767442,8.533333333,0,0.139534884,72.76666667,0,0,0,15.66666667,0,0.395348837,8.533333333,2.8125,0,0,0.5625,0.75,0,25,0,2.8125,5,0,0,75,0,0,0,10,0,0.5625,5
Virgil Green,4.5,3.222222222,0,0,0.296296296,0.407407407,0,23.5,0,3.222222222,10.3,0,0.222222222,71.65,0,0,0,18.5,0,0.296296296,10.3,5.25,0,0,0.416666667,0.5,0,24,0,5.25,12.6,0,0.333333333,83.3,0,0,0,28,0,0.416666667,12.6
Virgil Green,8.3,1.6,0,0,0.2,0.333333333,0,23,0,1.6,8,0,0.133333333,60,0,0,0,9,0,0.2,8,1.6,0,0,0.2,0.333333333,0,23,0,1.6,8,0,0.133333333,60,0,0,0,9,0,0.2,8
Adam Shaheen,12.3,9.769230769,0.230769231,0,0.923076923,1.076923077,0,23,0,9.769230769,10.6,0.230769231,0.615384615,85.7,0,0,0,31,0,0.923076923,10.6,9.769230769,0.230769231,0,0.923076923,1.076923077,0,23,0,9.769230769,10.6,0.230769231,0.615384615,85.7,0,0,0,31,0,0.923076923,10.6
Spencer Ware,81.5,66.14814815,0.407407407,0.148148148,1.444444444,1.777777778,10.7037037,23.66666667,49.40740741,16.74074074,4.766666667,0.074074074,0.62962963,59.53333333,0.333333333,2.62962963,34.33333333,17,4.4,12.14814815,4.666666667,97.71428571,0.357142857,0.285714286,2.357142857,3,15.28571429,25,65.78571429,31.92857143,13.5,0.142857143,1.214285714,78.6,0.214285714,3.571428571,46,46,4.3,17.64285714,5.5
Spencer Ware,206.8,32.15384615,0.461538462,0,0.461538462,0.461538462,5.769230769,23,31.76923077,0.384615385,0.4,0,0,50,0.461538462,1.615384615,28.5,2.5,4.45,6.230769231,4.25,37.09090909,0.545454545,0,0.545454545,0.545454545,6.545454545,24,36.63636364,0.454545455,0.8,0,0,100,0.545454545,1.818181818,52,5,5.6,7.090909091,5.2
Spencer Ware,89.3,5,0,0,0,0,1.5,22,5,0,0,0,0,0,0,0.5,5,0,3.3,1.5,3.3,5,0,0,0,0,1.5,22,5,0,0,0,0,0,0,0.5,5,0,3.3,1.5,3.3
Daniel Brown,0,11.32142857,0.035714286,0,1.25,1.821428571,0,24,0,11.32142857,9.466666667,0.035714286,0.464285714,66.5,0,0,0,20,0,1.25,9.466666667,9.214285714,0,0,0.928571429,1.428571429,0,25,0,9.214285714,9.9,0,0.642857143,65,0,0,0,17,0,0.928571429,9.9
Daniel Brown,17.4,13.42857143,0.071428571,0,1.571428571,2.214285714,0,23.5,0,13.42857143,9.25,0.071428571,0.285714286,67.25,0,0,0,21.5,0,1.571428571,9.25,15.5,0.125,0,2,2.5,0,24,0,15.5,7.8,0.125,0,80,0,0,0,12,0,2,7.8
Daniel Brown,18.4,10.66666667,0,0,1,1.833333333,0,23,0,10.66666667,10.7,0,0.666666667,54.5,0,0,0,31,0,1,10.7,10.66666667,0,0,1,1.833333333,0,23,0,10.66666667,10.7,0,0.666666667,54.5,0,0,0,31,0,1,10.7
Tyler Kroft,5.6,13.58695652,0.173913043,0,1.369565217,1.934782609,0,24,0,13.58695652,10.16666667,0.173913043,0.673913043,74.76666667,0,0,0,34,0,1.369565217,10.16666667,25.25,0.4375,0,2.625,3.875,0,25,0,25.25,9.6,0.4375,1.375,67.7,0,0,0,59,0,2.625,9.6
Tyler Kroft,93.4,7.366666667,0.033333333,0,0.7,0.9,0,23.5,0,7.366666667,10.45,0.033333333,0.3,78.3,0,0,0,21.5,0,0.7,10.45,6.571428571,0,0,0.714285714,0.857142857,0,24,0,6.571428571,9.2,0,0.214285714,83.3,0,0,0,21,0,0.714285714,9.2
Tyler Kroft,10.7,8.0625,0.0625,0,0.6875,0.9375,0,23,0,8.0625,11.7,0.0625,0.375,73.3,0,0,0,22,0,0.6875,11.7,8.0625,0.0625,0,0.6875,0.9375,0,23,0,8.0625,11.7,0.0625,0.375,73.3,0,0,0,22,0,0.6875,11.7
Blake Bell,8.2,7.25,0,0,0.55,0.95,0,25,0,7.25,13.33333333,0,0.2,59.8,0,0,0,35,0,0.55,13.33333333,1.461538462,0,0,0.230769231,0.307692308,0,26,0,1.461538462,6.3,0,0.076923077,75,0,0,0,12,0,0.230769231,6.3
Blake Bell,2.4,10.03703704,0,0,0.703703704,1.259259259,0,24.5,0,10.03703704,16.85,0,0.259259259,52.2,0,0,0,46.5,0,0.703703704,16.85,6.538461538,0,0,0.307692308,0.692307692,0,25,0,6.538461538,21.3,0,0.153846154,44.4,0,0,0,45,0,0.307692308,21.3
Blake Bell,9.5,13.28571429,0,0,1.071428571,1.785714286,0,24,0,13.28571429,12.4,0,0.357142857,60,0,0,0,48,0,1.071428571,12.4,13.28571429,0,0,1.071428571,1.785714286,0,24,0,13.28571429,12.4,0,0.357142857,60,0,0,0,48,0,1.071428571,12.4
Chris Hogan,84.2,29.27777778,0.208333333,0.041666667,2.208333333,3.527777778,0.097222222,27.5,0.416666667,28.86111111,10.33333333,0.208333333,1.208333333,51.68333333,0,0.013888889,3.833333333,36.5,2.116666667,2.305555556,10.01666667,50.66666667,0.555555556,0,3.777777778,6.555555556,0.333333333,30,1.888888889,48.77777778,12.9,0.555555556,2.444444444,57.6,0,0.111111111,13,47,5.7,4.111111111,12.3
Chris Hogan,87.1,26.22222222,0.158730159,0.047619048,1.984126984,3.095238095,0.063492063,27,0.206349206,26.01587302,9.82,0.158730159,1.031746032,50.5,0,0,2,34.4,1.4,2.047619048,9.56,45.93333333,0.266666667,0.066666667,2.533333333,3.866666667,0.2,29,0.6,45.33333333,17.9,0.266666667,1.533333333,65.5,0,0,6,79,3,2.733333333,16.8
Chris Hogan,102.4,20.0625,0.125,0.041666667,1.8125,2.854166667,0.020833333,26.5,0.083333333,19.97916667,7.8,0.125,0.875,46.75,0,0,1,23.25,1,1.833333333,7.75,28.375,0.125,0,2.25,3.6875,0.0625,28,0.25,28.125,12.5,0.125,1.125,61,0,0,4,46,4,2.3125,12.3
Chris Hogan,66.4,15.90625,0.125,0.0625,1.59375,2.4375,0,26,0,15.90625,6.233333333,0.125,0.75,42,0,0,0,15.66666667,0,1.59375,6.233333333,26.625,0.25,0.125,2.5625,3.8125,0,27,0,26.625,10.4,0.25,1.25,67.2,0,0,0,31,0,2.5625,10.4
Chris Hogan,72.6,5.1875,0,0,0.625,1.0625,0,25.5,0,5.1875,4.15,0,0.25,29.4,0,0,0,8,0,0.625,4.15,5.1875,0,0,0.625,1.0625,0,26,0,5.1875,8.3,0,0.25,58.8,0,0,0,16,0,0.625,8.3
Devontae Booker,70.3,50.03448276,0.206896552,0.206896552,2.103448276,2.862068966,8.724137931,24.5,31.4137931,18.62068966,8.85,0.034482759,0.724137931,73.9,0.172413793,1.517241379,22,36,3.65,10.82758621,4.8,44.15384615,0.076923077,0.153846154,2.307692308,2.923076923,6.076923077,25,23,21.15384615,9.2,0,1,78.9,0.076923077,1,26,29,3.8,8.384615385,5.3
Devontae Booker,80.4,54.8125,0.3125,0.25,1.9375,2.8125,10.875,24,38.25,16.5625,8.5,0.0625,0.5,68.9,0.25,1.9375,18,43,3.5,12.8125,4.3,54.8125,0.3125,0.25,1.9375,2.8125,10.875,24,38.25,16.5625,8.5,0.0625,0.5,68.9,0.25,1.9375,18,43,3.5,12.8125,4.3
Dwayne Washington,18.9,22.64705882,0.058823529,0,0.705882353,1,6.470588235,22.5,18.17647059,4.470588235,6.6,0,0.352941176,83.35,0.058823529,0.705882353,17,10.5,2.55,7.176470588,2.95,11.6,0,0,0.4,0.4,4,23,8.8,2.8,7,0,0.2,100,0,0.2,6,10,2.2,4.4,2.6
Dwayne Washington,11.3,27.25,0.083333333,0,0.833333333,1.25,7.5,22,22.08333333,5.166666667,6.2,0,0.416666667,66.7,0.083333333,0.916666667,28,11,2.9,8.333333333,3.3,27.25,0.083333333,0,0.833333333,1.25,7.5,22,22.08333333,5.166666667,6.2,0,0.416666667,66.7,0.083333333,0.916666667,28,11,2.9,8.333333333,3.3
Geoff Swaim,35.7,3.357142857,0,0,0.321428571,0.392857143,0,23,0,3.357142857,8,0,0.214285714,91.66666667,0,0,0,15.33333333,0,0.321428571,8,1.666666667,0,0,0.133333333,0.133333333,0,24,0,1.666666667,12.5,0,0.133333333,100,0,0,0,18,0,0.133333333,12.5
Geoff Swaim,3.5,5.307692308,0,0,0.538461538,0.692307692,0,22.5,0,5.307692308,5.75,0,0.307692308,87.5,0,0,0,14,0,0.538461538,5.75,7.666666667,0,0,0.666666667,0.888888889,0,23,0,7.666666667,11.5,0,0.444444444,75,0,0,0,28,0,0.666666667,11.5
Geoff Swaim,8.9,0,0,0,0.25,0.25,0,22,0,0,0,0,0,100,0,0,0,0,0,0.25,0,0,0,0,0.25,0.25,0,22,0,0,0,0,0,100,0,0,0,0,0,0.25,0
Antonio Brown,251.2,87.20869565,0.513043478,0.130434783,6.373913043,9.626086957,0.269565217,25.5,1.034782609,86.17391304,13.25,0.513043478,4.217391304,67.575,0,0.069565217,8.875,56.375,3.1875,6.643478261,12.85,109.5,0.642857143,0.285714286,7.214285714,11.64285714,0,29,0,109.5,15.2,0.642857143,4.928571429,62,0,0,0,57,0,7.214285714,15.2
Antonio Brown,233.8,84.11881188,0.495049505,0.108910891,6.257425743,9.346534653,0.306930693,25,1.178217822,82.94059406,12.97142857,0.495049505,4.118811881,68.37142857,0,0.079207921,10.14285714,56.28571429,3.642857143,6.564356436,12.51428571,86.2,0.8,0,7.066666667,10.26666667,0.2,28,0.6,85.6,12.1,0.8,4.266666667,68.8,0,0.066666667,13,51,3,7.266666667,11.9
Antonio Brown,233.8,83.75581395,0.441860465,0.127906977,6.11627907,9.186046512,0.325581395,24.5,1.279069767,82.47674419,13.11666667,0.441860465,4.093023256,68.3,0,0.081395349,9.666666667,57.16666667,3.75,6.441860465,12.61666667,116.375,0.625,0.1875,8.5,12.0625,0.1875,27,1.75,114.625,13.5,0.625,5.25,70.5,0,0.0625,16,59,9.3,8.6875,13.4
Antonio Brown,282.7,76.3,0.4,0.114285714,5.571428571,8.528571429,0.357142857,24,1.171428571,75.12857143,13.04,0.4,3.828571429,67.86,0,0.085714286,8.4,56.8,2.64,5.928571429,12.46,106.9375,0.8125,0.125,8.0625,11.3125,0.25,26,0.8125,106.125,13.2,0.8125,5.4375,71.3,0,0,9,63,3.3,8.3125,12.9
Antonio Brown,288.6,67.22222222,0.277777778,0.111111111,4.833333333,7.703703704,0.388888889,23.5,1.277777778,65.94444444,13,0.277777778,3.351851852,67,0,0.111111111,8.25,55.25,2.475,5.222222222,12.35,93.9375,0.5,0.0625,6.875,10.4375,0.4375,25,0.25,93.6875,13.6,0.5,4.375,65.9,0,0.125,10,56,0.6,7.3125,12.8
Antonio Brown,232.3,55.97368421,0.184210526,0.131578947,3.973684211,6.552631579,0.368421053,23,1.710526316,54.26315789,12.8,0.184210526,2.921052632,67.36666667,0,0.105263158,7.666666667,55,3.1,4.342105263,12.2,62.38461538,0.384615385,0.307692308,5.076923077,8.153846154,0.538461538,24,1.846153846,60.53846154,11.9,0.384615385,3.307692308,62.3,0,0.153846154,13,60,3.4,5.615384615,11.1
Antonio Brown,125.6,52.64,0.08,0.04,3.4,5.72,0.28,22.5,1.64,51,13.25,0.08,2.72,69.9,0,0.08,5,52.5,2.95,3.68,12.75,71.8125,0.125,0,4.3125,7.75,0.4375,23,2.5625,69.25,16.1,0.125,3.5625,55.6,0,0.125,10,79,5.9,4.75,15.1
Antonio Brown,156.4,18.55555556,0,0.111111111,1.777777778,2.111111111,0,22,0,18.55555556,10.4,0,1.222222222,84.2,0,0,0,26,0,1.777777778,10.4,18.55555556,0,0.111111111,1.777777778,2.111111111,0,22,0,18.55555556,10.4,0,1.222222222,84.2,0,0,0,26,0,1.777777778,10.4
Clive Walford,0,17.45454545,0.136363636,0,1.590909091,2.613636364,0,25,0,17.45454545,10.53333333,0.136363636,0.931818182,62.9,0,0,0,30,0,1.590909091,10.53333333,6.153846154,0,0,0.692307692,1,0,26,0,6.153846154,8.9,0,0.153846154,69.2,0,0,0,26,0,0.692307692,8.9
Clive Walford,9,22.19354839,0.193548387,0,1.967741935,3.290322581,0,24.5,0,22.19354839,11.35,0.193548387,1.258064516,59.75,0,0,0,32,0,1.967741935,11.35,23.93333333,0.2,0,2.2,3.466666667,0,25,0,23.93333333,10.9,0.2,1.266666667,63.5,0,0,0,31,0,2.2,10.9
Clive Walford,63.4,20.5625,0.1875,0,1.75,3.125,0,24,0,20.5625,11.8,0.1875,1.25,56,0,0,0,33,0,1.75,11.8,20.5625,0.1875,0,1.75,3.125,0,24,0,20.5625,11.8,0.1875,1.25,56,0,0,0,33,0,1.75,11.8
Ben Braunecker,5.2,1.952380952,0,0,0.19047619,0.285714286,0,22.5,0,1.952380952,5.15,0,0.095238095,33.35,0,0,0,7,0,0.19047619,5.15,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Braunecker,0,3.153846154,0,0,0.307692308,0.461538462,0,22,0,3.153846154,10.3,0,0.153846154,66.7,0,0,0,14,0,0.307692308,10.3,3.153846154,0,0,0.307692308,0.461538462,0,22,0,3.153846154,10.3,0,0.153846154,66.7,0,0,0,14,0,0.307692308,10.3
Zach Line,23.5,3.489361702,0.085106383,0,0.191489362,0.425531915,0.425531915,25,1.127659574,2.361702128,5.56,0.042553191,0.106382979,28,0.042553191,0.234042553,3.4,12.4,1.56,0.617021277,4.58,3,0.083333333,0,0.166666667,0.416666667,0.583333333,27,2.333333333,0.666666667,4,0.083333333,0.083333333,40,0,0.416666667,9,5,4,0.75,4
Zach Line,14.6,3.657142857,0.085714286,0,0.2,0.428571429,0.371428571,24.5,0.714285714,2.942857143,5.95,0.028571429,0.114285714,25,0.057142857,0.171428571,2,14.25,0.95,0.571428571,4.725,1,0,0,0,0.2,0.466666667,26,1,0,0,0,0,0,0,0.2,5,0,2.1,0.466666667,2.1
Zach Line,3,5.65,0.15,0,0.35,0.6,0.3,24,0.5,5.15,7.933333333,0.05,0.2,33.33333333,0.1,0.15,1,19,0.566666667,0.65,5.6,6.5625,0.1875,0,0.375,0.5625,0.375,25,0.625,5.9375,15.8,0.0625,0.25,66.7,0.125,0.1875,3,49,1.7,0.75,8.8
Zach Line,54.5,2,0,0,0.25,0.75,0,23.5,0,2,4,0,0,16.65,0,0,0,4,0,0.25,4,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Line,0,2.666666667,0,0,0.333333333,1,0,23,0,2.666666667,8,0,0,33.3,0,0,0,8,0,0.333333333,8,2.666666667,0,0,0.333333333,1,0,23,0,2.666666667,8,0,0,33.3,0,0,0,8,0,0.333333333,8
Rashard Higgins,90.7,12.67741935,0.064516129,0.032258065,1.064516129,2,0.032258065,22.5,0.129032258,12.5483871,12.2,0.064516129,0.580645161,52,0,0,2,37.5,2,1.096774194,12.05,21.06666667,0.133333333,0.066666667,1.8,3.333333333,0.066666667,23,0.266666667,20.8,11.6,0.133333333,0.866666667,54,0,0,4,56,4,1.866666667,11.3
Rashard Higgins,48.1,4.8125,0,0,0.375,0.75,0,22,0,4.8125,12.8,0,0.3125,50,0,0,0,19,0,0.375,12.8,4.8125,0,0,0.375,0.75,0,22,0,4.8125,12.8,0,0.3125,50,0,0,0,19,0,0.375,12.8
Luke Stocker,33.5,4.963855422,0.036144578,0,0.638554217,0.975903614,0,26,0,4.963855422,6.114285714,0.036144578,0.240963855,57.88571429,0,0,0,15,0,0.638554217,6.114285714,2.5,0.083333333,0,0.333333333,0.416666667,0,29,0,2.5,7.5,0.083333333,0,80,0,0,0,12,0,0.333333333,7.5
Luke Stocker,9,5.38028169,0.028169014,0,0.690140845,1.070422535,0,25.5,0,5.38028169,5.883333333,0.028169014,0.281690141,54.2,0,0,0,15.5,0,0.690140845,5.883333333,1.916666667,0,0,0.416666667,0.666666667,0,28,0,1.916666667,4.6,0,0.166666667,62.5,0,0,0,11,0,0.416666667,4.6
Luke Stocker,3.3,6.084745763,0.033898305,0,0.745762712,1.152542373,0,25,0,6.084745763,6.14,0.033898305,0.305084746,52.54,0,0,0,16.4,0,0.745762712,6.14,4.357142857,0.071428571,0,0.642857143,0.928571429,0,27,0,4.357142857,6.8,0.071428571,0.214285714,69.2,0,0,0,14,0,0.642857143,6.8
Luke Stocker,13.6,6.622222222,0.022222222,0,0.777777778,1.222222222,0,24.5,0,6.622222222,5.975,0.022222222,0.333333333,48.375,0,0,0,17,0,0.777777778,5.975,3.153846154,0,0,0.538461538,0.846153846,0,26,0,3.153846154,5.9,0,0.153846154,63.6,0,0,0,11,0,0.538461538,5.9
Luke Stocker,5.1,8.03125,0.03125,0,0.875,1.375,0,24,0,8.03125,6,0.03125,0.40625,43.3,0,0,0,19,0,0.875,6,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Stocker,0,8.566666667,0.033333333,0,0.933333333,1.466666667,0,23.5,0,8.566666667,9,0.033333333,0.433333333,64.95,0,0,0,28.5,0,0.933333333,9,10.3125,0.0625,0,1,1.6875,0,24,0,10.3125,10.3,0.0625,0.5,59.3,0,0,0,33,0,1,10.3
